Rank  Nickname       今日击杀数               今日死亡数               新增击杀数               新增死亡数               击杀比   
Top1    你这只臭猫          96734               97209               16                  9                   1.78  
Top2    Lucas          95163               74821               123                 88                  1.40  
Top3    lilt           118806              96676               88                  81                  1.09  
Top4    阿司匹林           53801               55148               32                  34                  0.94  
Top5    Ari            42637               46236               32                  41                  0.78  
Top6    哞哞             27275               30172               106                 141                 0.75  
Top7    这很机车           48147               47991               55                  104                 0.53  
Top8    餐具大师           119233              111736              1                   2                   0.50  
Top9    法兰西多士          85535               94993               0                   0                   0.00  
Top10   和明天相逢          21094               21707               0                   0                   0.00  
Top11   隗遗生            72759               60336               0                   0                   0.00  
Top12   小牛马            4549                5910                0                   0                   0.00  
Top13   bob            57328               52495               0                   0                   0.00  
Top14   波奇             38495               40274               0                   0                   0.00  
Top15   Ash            21285               21502               0                   0                   0.00  
Top16   京极真            6574                5781                0                   0                   0.00  
Top17   彦祖没有我潇         52949               46349               0                   0                   0.00  
Top18   我没文化           29                  31                  0                   0                   0.00  
