Rank  Nickname       今日击杀数               今日死亡数               新增击杀数               新增死亡数               击杀比   
Top1    lilt           120725              98463               24                  17                  1.41  
Top2    Lucas          101658              80504               245                 183                 1.34  
Top3    你这只臭猫          99587               99878               237                 309                 0.77  
Top4    这很机车           53643               54716               62                  94                  0.66  
Top5    餐具大师           120513              113453              24                  41                  0.59  
Top6    bob            57628               52837               11                  22                  0.50  
Top7    哞哞             29082               32332               0                   0                   0.00  
Top8    Ari            45380               49067               0                   0                   0.00  
Top9    法兰西多士          85757               95248               0                   0                   0.00  
Top10   和明天相逢          24222               25516               0                   0                   0.00  
Top11   隗遗生            72844               60419               0                   0                   0.00  
Top12   小牛马            7054                8531                0                   0                   0.00  
Top13   波奇             41811               43120               0                   0                   0.00  
Top14   Ash            21285               21502               0                   0                   0.00  
Top15   京极真            6877                6047                0                   0                   0.00  
Top16   彦祖没有我潇         53185               46773               0                   0                   0.00  
Top17   我没文化           3007                3054                0                   0                   0.00  
Top18   阿司匹林           54097               55493               0                   0                   0.00  
Top19   小熊饼干           88278               86834               0                   0                   0.00  
