Rank  Nickname       今日击杀数               今日死亡数               新增击杀数               新增死亡数               击杀比   
Top1    这很机车           49898               49984               40                  35                  1.14  
Top2    波奇             38923               40638               17                  16                  1.06  
Top3    lilt           119233              97066               60                  57                  1.05  
Top4    Lucas          97202               76484               64                  76                  0.84  
Top5    和明天相逢          21927               22650               32                  44                  0.73  
Top6    bob            57374               52562               8                   19                  0.42  
Top7    彦祖没有我潇         53069               46533               1                   3                   0.33  
Top8    哞哞             27704               30690               0                   0                   0.00  
Top9    Ari            43777               47437               0                   1                   0.00  
Top10   法兰西多士          85548               95007               0                   0                   0.00  
Top11   隗遗生            72759               60336               0                   0                   0.00  
Top12   小牛马            4937                6305                0                   0                   0.00  
Top13   餐具大师           119998              112637              0                   0                   0.00  
Top14   Ash            21285               21502               0                   0                   0.00  
Top15   京极真            6574                5781                0                   0                   0.00  
Top16   你这只臭猫          97430               97790               0                   0                   0.00  
Top17   我没文化           664                 536                 0                   0                   0.00  
Top18   阿司匹林           54012               55382               0                   0                   0.00  
Top19   小熊饼干           88234               86773               0                   0                   0.00  
