Rank  Nickname       今日击杀数               今日死亡数               新增击杀数               新增死亡数               击杀比   
Top1    Lucas          100207              79192               218                 145                 1.50  
Top2    我没文化           2980                3035                170                 144                 1.18  
Top3    Ari            45126               48876               139                 142                 0.98  
Top4    波奇             41471               42818               158                 170                 0.93  
Top5    和明天相逢          23446               24561               234                 296                 0.79  
Top6    这很机车           52807               53618               327                 429                 0.76  
Top7    小牛马            6602                8066                96                  237                 0.41  
Top8    餐具大师           120406              113306              9                   36                  0.25  
Top9    哞哞             28539               31766               0                   0                   0.00  
Top10   lilt           120382              98240               0                   0                   0.00  
Top11   法兰西多士          85725               95218               0                   0                   0.00  
Top12   隗遗生            72844               60419               0                   0                   0.00  
Top13   bob            57436               52626               0                   0                   0.00  
Top14   Ash            21285               21502               0                   0                   0.00  
Top15   京极真            6684                5859                0                   0                   0.00  
Top16   你这只臭猫          99078               99206               0                   0                   0.00  
Top17   彦祖没有我潇         53185               46773               0                   0                   0.00  
Top18   阿司匹林           54097               55493               0                   0                   0.00  
Top19   小熊饼干           88278               86834               0                   0                   0.00  
