Rank  Nickname       今日击杀数               今日死亡数               新增击杀数               新增死亡数               击杀比   
Top1    GhostFace      92598               33848               37                  25                  1.48  
Top2    京极真            8824                7386                180                 137                 1.31  
Top3    你这只臭猫          102997              102789              22                  18                  1.22  
Top4    Lucas          104170              82482               104                 89                  1.17  
Top5    哞哞             30666               33901               118                 112                 1.05  
Top6    这很机车           55580               56757               66                  68                  0.97  
Top7    大泡泡            56961               57988               134                 143                 0.94  
Top8    Ari            46153               49779               16                  20                  0.80  
Top9    深藏Blue         42308               37618               71                  97                  0.73  
Top10   餐具大师           120676              113696              47                  71                  0.66  
Top11   和明天相逢          25133               26487               72                  116                 0.62  
Top12   lilt           121568              99091               11                  19                  0.58  
Top13   法兰西多士          85796               95280               0                   0                   0.00  
Top14   隗遗生            72844               60419               0                   0                   0.00  
Top15   小牛马            7886                9530                0                   0                   0.00  
Top16   bob            57903               53085               0                   0                   0.00  
Top17   波奇             41944               43271               0                   0                   0.00  
Top18   Ash            21285               21502               0                   0                   0.00  
Top19   彦祖没有我潇         53602               47397               0                   0                   0.00  
Top20   我没文化           3007                3054                0                   0                   0.00  
Top21   阿司匹林           54130               55524               0                   0                   0.00  
Top22   小熊饼干           88296               86857               0                   0                   0.00  
Top23   axxibar        17046               20716               0                   0                   0.00  
