Rank  Nickname       今日击杀数               今日死亡数               新增击杀数               新增死亡数               击杀比   
Top1    阿司匹林           53769               55114               142                 95                  1.49  
Top2    Ari            42605               46195               19                  13                  1.46  
Top3    这很机车           48092               47887               69                  49                  1.41  
Top4    你这只臭猫          96718               97200               16                  12                  1.33  
Top5    lilt           118718              96595               100                 83                  1.20  
Top6    波奇             38495               40274               54                  46                  1.17  
Top7    Lucas          95040               74733               96                  87                  1.10  
Top8    哞哞             27169               30031               56                  61                  0.92  
Top9    和明天相逢          21094               21707               20                  43                  0.47  
Top10   法兰西多士          85535               94993               0                   0                   0.00  
Top11   隗遗生            72759               60336               0                   0                   0.00  
Top12   小牛马            4549                5910                0                   0                   0.00  
Top13   bob            57328               52495               0                   0                   0.00  
Top14   餐具大师           119232              111734              0                   0                   0.00  
Top15   Ash            21285               21502               0                   0                   0.00  
Top16   京极真            6574                5781                0                   0                   0.00  
Top17   彦祖没有我潇         52949               46349               0                   0                   0.00  
Top18   我没文化           29                  31                  0                   0                   0.00  
