Rank  Nickname       今日击杀数               今日死亡数               新增击杀数               新增死亡数               击杀比   
Top1    你这只臭猫          96825               97279               71                  56                  1.27  
Top2    Lucas          95338               74965               143                 115                 1.24  
Top3    阿司匹林           53867               55213               66                  65                  1.02  
Top4    这很机车           48310               48215               131                 172                 0.76  
Top5    和明天相逢          21181               21831               52                  86                  0.60  
Top6    哞哞             27275               30172               0                   0                   0.00  
Top7    lilt           118806              96676               0                   0                   0.00  
Top8    Ari            42637               46236               0                   0                   0.00  
Top9    法兰西多士          85548               95007               0                   0                   0.00  
Top10   隗遗生            72759               60336               0                   0                   0.00  
Top11   小牛马            4601                5959                0                   0                   0.00  
Top12   bob            57328               52495               0                   0                   0.00  
Top13   波奇             38495               40274               0                   0                   0.00  
Top14   餐具大师           119309              111826              0                   0                   0.00  
Top15   Ash            21285               21502               0                   0                   0.00  
Top16   京极真            6574                5781                0                   0                   0.00  
Top17   彦祖没有我潇         52949               46349               0                   0                   0.00  
Top18   我没文化           29                  31                  0                   0                   0.00  
