Rank  Nickname       今日击杀数               今日死亡数               新增击杀数               新增死亡数               击杀比   
Top1    餐具大师           120016              112652              18                  15                  1.20  
Top2    和明天相逢          21965               22685               38                  35                  1.09  
Top3    波奇             39027               40735               104                 97                  1.07  
Top4    Lucas          97340               76616               138                 132                 1.05  
Top5    Ari            43920               47586               143                 149                 0.96  
Top6    这很机车           50035               50146               137                 162                 0.85  
Top7    哞哞             27765               30764               61                  74                  0.82  
Top8    我没文化           859                 794                 195                 258                 0.76  
Top9    京极真            6585                5796                11                  15                  0.73  
Top10   你这只臭猫          97586               98020               156                 230                 0.68  
Top11   lilt           119305              97175               72                  109                 0.66  
Top12   法兰西多士          85548               95007               0                   0                   0.00  
Top13   隗遗生            72759               60336               0                   0                   0.00  
Top14   小牛马            4937                6305                0                   0                   0.00  
Top15   bob            57374               52562               0                   0                   0.00  
Top16   Ash            21285               21502               0                   0                   0.00  
Top17   彦祖没有我潇         53069               46533               0                   0                   0.00  
Top18   阿司匹林           54012               55382               0                   0                   0.00  
Top19   小熊饼干           88234               86773               0                   0                   0.00  
