Rank  Nickname       今日击杀数               今日死亡数               新增击杀数               新增死亡数               击杀比   
Top1    你这只臭猫          98905               99100               170                 132                 1.29  
Top2    和明天相逢          22937               23898               117                 102                 1.15  
Top3    波奇             40972               42369               79                  75                  1.05  
Top4    这很机车           52063               52599               121                 180                 0.67  
Top5    彦祖没有我潇         53185               46773               5                   32                  0.16  
Top6    Lucas          99345               78514               0                   0                   0.00  
Top7    哞哞             28402               31570               0                   0                   0.00  
Top8    lilt           120382              98240               0                   0                   0.00  
Top9    Ari            44751               48471               0                   0                   0.00  
Top10   法兰西多士          85725               95218               0                   0                   0.00  
Top11   隗遗生            72844               60419               0                   0                   0.00  
Top12   小牛马            6075                7329                0                   0                   0.00  
Top13   bob            57436               52626               0                   0                   0.00  
Top14   餐具大师           120397              113270              0                   0                   0.00  
Top15   Ash            21285               21502               0                   0                   0.00  
Top16   京极真            6684                5859                0                   0                   0.00  
Top17   我没文化           2730                2831                0                   0                   0.00  
Top18   阿司匹林           54097               55493               0                   0                   0.00  
Top19   小熊饼干           88278               86834               0                   0                   0.00  
