Rank  Nickname       今日击杀数               今日死亡数               新增击杀数               新增死亡数               击杀比   
Top1    波奇             39663               41334               49                  33                  1.48  
Top2    你这只臭猫          98143               98474               48                  36                  1.33  
Top3    lilt           119587              97481               22                  20                  1.10  
Top4    Lucas          98098               77371               162                 161                 1.01  
Top5    我没文化           1616                1601                69                  80                  0.86  
Top6    这很机车           50593               50876               56                  67                  0.84  
Top7    和明天相逢          22248               23047               98                  139                 0.71  
Top8    餐具大师           120374              113240              66                  129                 0.51  
Top9    哞哞             28371               31505               0                   0                   0.00  
Top10   Ari            44270               48040               0                   0                   0.00  
Top11   法兰西多士          85704               95194               0                   0                   0.00  
Top12   隗遗生            72844               60419               0                   0                   0.00  
Top13   小牛马            5357                6623                0                   0                   0.00  
Top14   bob            57374               52562               0                   0                   0.00  
Top15   Ash            21285               21502               0                   0                   0.00  
Top16   京极真            6585                5796                0                   0                   0.00  
Top17   彦祖没有我潇         53180               46741               0                   0                   0.00  
Top18   阿司匹林           54082               55474               0                   0                   0.00  
Top19   小熊饼干           88278               86834               0                   0                   0.00  
