Rank  Nickname       今日击杀数               今日死亡数               新增击杀数               新增死亡数               击杀比   
Top1    彦祖没有我潇洒        52949               46349               69                  38                  1.82  
Top2    和明天相逢          20782               21375               14                  10                  1.40  
Top3    Lucas          94137               73917               13                  10                  1.30  
Top4    波奇             38102               39986               54                  51                  1.06  
Top5    bob            57264               52421               86                  99                  0.87  
Top6    哞哞             26911               29745               43                  52                  0.83  
Top7    lilt           118419              96351               0                   0                   0.00  
Top8    Ari            42210               45765               0                   0                   0.00  
Top9    法兰西多士          85535               94993               0                   0                   0.00  
Top10   隗遗生            72759               60336               0                   0                   0.00  
Top11   小牛马            4549                5910                0                   0                   0.00  
Top12   餐具大师           119042              111573              0                   0                   0.00  
Top13   Ash            21285               21502               0                   0                   0.00  
Top14   这很机车           47410               47164               0                   0                   0.00  
Top15   京极真            6574                5781                0                   0                   0.00  
Top16   你这只臭猫          96154               96566               0                   0                   0.00  
