Rank  Nickname       今日击杀数               今日死亡数               新增击杀数               新增死亡数               击杀比   
Top1    这很机车           51079               51425               47                  20                  2.35  
Top2    波奇             40147               41668               15                  13                  1.15  
Top3    Lucas          98791               78063               26                  24                  1.08  
Top4    Ari            44601               48353               32                  36                  0.89  
Top5    lilt           119973              97887               27                  34                  0.79  
Top6    和明天相逢          22506               23410               34                  61                  0.56  
Top7    哞哞             28371               31505               0                   0                   0.00  
Top8    法兰西多士          85704               95194               0                   0                   0.00  
Top9    隗遗生            72844               60419               0                   0                   0.00  
Top10   小牛马            5357                6623                0                   0                   0.00  
Top11   bob            57394               52571               0                   0                   0.00  
Top12   餐具大师           120392              113266              0                   0                   0.00  
Top13   Ash            21285               21502               0                   0                   0.00  
Top14   京极真            6585                5796                0                   0                   0.00  
Top15   你这只臭猫          98309               98605               0                   0                   0.00  
Top16   彦祖没有我潇         53180               46741               0                   0                   0.00  
Top17   我没文化           2350                2347                0                   0                   0.00  
Top18   阿司匹林           54097               55493               0                   0                   0.00  
Top19   小熊饼干           88278               86834               0                   0                   0.00  
