Rank  Nickname       今日击杀数               今日死亡数               新增击杀数               新增死亡数               击杀比   
Top1    Ari            45729               49333               78                  29                  2.69  
Top2    大泡泡            56459               57494               63                  37                  1.70  
Top3    Lucas          102645              81240               194                 142                 1.37  
Top4    GhostFace      91214               33012               177                 156                 1.13  
Top5    你这只臭猫          100144              100369              113                 104                 1.09  
Top6    哞哞             29464               32772               26                  26                  1.00  
Top7    和明天相逢          24538               25908               72                  74                  0.97  
Top8    这很机车           54346               55583               106                 122                 0.87  
Top9    深藏Blue         41714               36952               122                 151                 0.81  
Top10   小牛马            7524                9091                57                  71                  0.80  
Top11   彦祖没有我潇         53242               46859               57                  86                  0.66  
Top12   lilt           120923              98644               0                   0                   0.00  
Top13   法兰西多士          85778               95263               0                   0                   0.00  
Top14   隗遗生            72844               60419               0                   0                   0.00  
Top15   bob            57743               52985               0                   0                   0.00  
Top16   波奇             41913               43230               0                   0                   0.00  
Top17   餐具大师           120543              113482              0                   0                   0.00  
Top18   Ash            21285               21502               0                   0                   0.00  
Top19   京极真            7579                6670                0                   0                   0.00  
Top20   我没文化           3007                3054                0                   0                   0.00  
Top21   阿司匹林           54097               55493               0                   0                   0.00  
Top22   小熊饼干           88278               86834               0                   0                   0.00  
Top23   axxibar        17046               20716               0                   0                   0.00  
