Rank  Nickname       今日击杀数               今日死亡数               新增击杀数               新增死亡数               击杀比   
Top1    lilt           118510              96408               73                  32                  2.28  
Top2    餐具大师           119204              111696              111                 75                  1.48  
Top3    Lucas          94706               74425               194                 151                 1.28  
Top4    你这只臭猫          96666               97154               106                 86                  1.23  
Top5    这很机车           47859               47667               417                 448                 0.93  
Top6    和明天相逢          21074               21664               87                  100                 0.87  
Top7    Ari            42430               46024               108                 144                 0.75  
Top8    哞哞             26967               29817               0                   0                   0.00  
Top9    法兰西多士          85535               94993               0                   0                   0.00  
Top10   隗遗生            72759               60336               0                   0                   0.00  
Top11   小牛马            4549                5910                0                   0                   0.00  
Top12   bob            57300               52460               0                   0                   0.00  
Top13   波奇             38330               40155               0                   0                   0.00  
Top14   Ash            21285               21502               0                   0                   0.00  
Top15   京极真            6574                5781                0                   0                   0.00  
Top16   彦祖没有我潇         52949               46349               0                   0                   0.00  
Top17   我没文化           29                  31                  0                   0                   0.00  
