Rank  Nickname       今日击杀数               今日死亡数               新增击杀数               新增死亡数               击杀比   
Top1    GhostFace      92705               33900               107                 52                  2.06  
Top2    彦祖没有我潇         53670               47439               68                  42                  1.62  
Top3    这很机车           55615               56784               35                  27                  1.30  
Top4    大泡泡            56995               58015               34                  27                  1.26  
Top5    京极真            8872                7425                48                  39                  1.23  
Top6    Lucas          104274              82572               104                 90                  1.16  
Top7    lilt           121603              99124               35                  33                  1.06  
Top8    哞哞             30829               34067               163                 166                 0.98  
Top9    和明天相逢          25144               26503               11                  16                  0.69  
Top10   你这只臭猫          103049              102865              52                  76                  0.68  
Top11   Ari            46153               49779               0                   0                   0.00  
Top12   法兰西多士          85796               95280               0                   0                   0.00  
Top13   隗遗生            72844               60419               0                   0                   0.00  
Top14   小牛马            7886                9530                0                   0                   0.00  
Top15   bob            57903               53085               0                   0                   0.00  
Top16   波奇             41944               43271               0                   0                   0.00  
Top17   餐具大师           120676              113696              0                   0                   0.00  
Top18   Ash            21285               21502               0                   0                   0.00  
Top19   我没文化           3007                3054                0                   0                   0.00  
Top20   阿司匹林           54130               55524               0                   0                   0.00  
Top21   小熊饼干           88296               86857               0                   0                   0.00  
Top22   深藏Blue         42308               37618               0                   0                   0.00  
Top23   axxibar        17046               20716               0                   0                   0.00  
