Rank  Nickname       今日击杀数               今日死亡数               新增击杀数               新增死亡数               击杀比   
Top1    京极真            7396                6508                92                  91                  1.01  
Top2    餐具大师           120542              113482              29                  29                  1.00  
Top3    lilt           120833              98577               105                 114                 0.92  
Top4    Ari            45566               49241               60                  65                  0.92  
Top5    哞哞             29365               32650               222                 251                 0.88  
Top6    和明天相逢          24283               25587               16                  22                  0.73  
Top7    这很机车           53884               55023               108                 162                 0.67  
Top8    小牛马            7361                8923                72                  122                 0.59  
Top9    bob            57743               52985               9                   20                  0.45  
Top10   你这只臭猫          99699               99968               4                   15                  0.27  
Top11   Lucas          101948              80690               0                   1                   0.00  
Top12   法兰西多士          85778               95263               0                   0                   0.00  
Top13   隗遗生            72844               60419               0                   0                   0.00  
Top14   波奇             41913               43230               0                   0                   0.00  
Top15   Ash            21285               21502               0                   0                   0.00  
Top16   彦祖没有我潇         53185               46773               0                   0                   0.00  
Top17   我没文化           3007                3054                0                   0                   0.00  
Top18   阿司匹林           54097               55493               0                   0                   0.00  
Top19   小熊饼干           88278               86834               0                   0                   0.00  
Top20   Lucas          101948              80690               0                   1                   0.00  
Top21   大泡泡            56289               57354               0                   0                   0.00  
Top22   axxibar        17046               20716               0                   0                   0.00  
