Rank  Nickname       今日击杀数               今日死亡数               新增击杀数               新增死亡数               击杀比   
Top1    GhostFace      90922               32788               90922               32788               2.77  
Top2    法兰西多士          85778               95263               21                  15                  1.40  
Top3    Lucas          102290              80988               471                 361                 1.30  
Top4    Ari            45651               49304               176                 147                 1.20  
Top5    lilt           120895              98608               170                 145                 1.17  
Top6    深藏Blue         41422               36590               41422               36590               1.13  
Top7    京极真            7579                6670                445                 411                 1.08  
Top8    你这只臭猫          99989               100239              330                 317                 1.04  
Top9    餐具大师           120543              113482              30                  29                  1.03  
Top10   大泡泡            56351               57411               56351               57411               0.98  
Top11   波奇             41913               43230               102                 110                 0.93  
Top12   bob            57743               52985               86                  99                  0.87  
Top13   哞哞             29438               32746               356                 414                 0.86  
Top14   axxibar        17046               20716               17046               20716               0.82  
Top15   和明天相逢          24392               25723               125                 158                 0.79  
Top16   这很机车           54066               55226               304                 384                 0.79  
Top17   小牛马            7442                9009                255                 349                 0.73  
Top18   隗遗生            72844               60419               0                   0                   0.00  
Top19   Ash            21285               21502               0                   0                   0.00  
Top20   彦祖没有我潇         53185               46773               0                   0                   0.00  
Top21   我没文化           3007                3054                0                   0                   0.00  
Top22   阿司匹林           54097               55493               0                   0                   0.00  
Top23   小熊饼干           88278               86834               0                   0                   0.00  
