Rank  Nickname       今日击杀数               今日死亡数               新增击杀数               新增死亡数               击杀比   
Top1    Lucas          99165               78362               185                 134                 1.38  
Top2    波奇             40802               42260               178                 136                 1.31  
Top3    你这只臭猫          98531               98780               222                 175                 1.27  
Top4    lilt           120341              98197               120                 99                  1.21  
Top5    小牛马            5600                6832                98                  82                  1.20  
Top6    和明天相逢          22734               23701               73                  92                  0.79  
Top7    这很机车           51409               51836               33                  47                  0.70  
Top8    Ari            44730               48455               10                  16                  0.62  
Top9    哞哞             28402               31570               0                   0                   0.00  
Top10   法兰西多士          85725               95218               0                   0                   0.00  
Top11   隗遗生            72844               60419               0                   0                   0.00  
Top12   bob            57436               52626               0                   0                   0.00  
Top13   餐具大师           120392              113266              0                   0                   0.00  
Top14   Ash            21285               21502               0                   0                   0.00  
Top15   京极真            6684                5859                0                   0                   0.00  
Top16   彦祖没有我潇         53180               46741               0                   0                   0.00  
Top17   我没文化           2730                2831                0                   0                   0.00  
Top18   阿司匹林           54097               55493               0                   0                   0.00  
Top19   小熊饼干           88278               86834               0                   0                   0.00  
