Rank  Nickname       今日击杀数               今日死亡数               新增击杀数               新增死亡数               击杀比   
Top1    京极真            6574                5781                128                 5717                0.02  
Top2    Lucas          94124               73907               112                 73692               0.00  
Top3    哞哞             26868               29693               100                 29693               0.00  
Top4    lilt           118419              96351               121                 96351               0.00  
Top5    Ari            42210               45765               0                   45679               0.00  
Top6    法兰西多士          85535               94993               0                   94993               0.00  
Top7    和明天相逢          20768               21365               25                  21313               0.00  
Top8    隗遗生            72759               60336               0                   60336               0.00  
Top9    小牛马            4549                5910                0                   5910                0.00  
Top10   bob            57178               52322               24                  52270               0.00  
Top11   波奇             38048               39935               145                 39935               0.00  
Top12   餐具大师           119042              111573              0                   111541              0.00  
Top13   Ash            21285               21502               0                   21502               0.00  
Top14   这很机车           47410               47164               0                   47164               0.00  
Top15   你这只臭猫          96154               96566               0                   96566               0.00  
Top16   彦祖没有我潇洒        52880               46311               53                  46311               0.00  
