Rank  Nickname       今日击杀数               今日死亡数               新增击杀数               新增死亡数               击杀比   
Top1    波奇             39206               40892               62                  49                  1.27  
Top2    小牛马            5282                6538                116                 99                  1.17  
Top3    隗遗生            72844               60419               85                  83                  1.02  
Top4    Lucas          97566               76838               125                 125                 1.00  
Top5    lilt           119462              97332               100                 115                 0.87  
Top6    Ari            43972               47628               15                  21                  0.71  
Top7    这很机车           50134               50306               73                  110                 0.66  
Top8    哞哞             27999               31062               0                   0                   0.00  
Top9    法兰西多士          85548               95007               0                   0                   0.00  
Top10   和明天相逢          21982               22701               0                   0                   0.00  
Top11   bob            57374               52562               0                   0                   0.00  
Top12   餐具大师           120056              112681              0                   0                   0.00  
Top13   Ash            21285               21502               0                   0                   0.00  
Top14   京极真            6585                5796                0                   0                   0.00  
Top15   你这只臭猫          97586               98020               0                   0                   0.00  
Top16   彦祖没有我潇         53180               46741               0                   0                   0.00  
Top17   我没文化           928                 877                 0                   0                   0.00  
Top18   阿司匹林           54012               55382               0                   0                   0.00  
Top19   小熊饼干           88234               86773               0                   0                   0.00  
