Rank  Nickname       今日击杀数               今日死亡数               新增击杀数               新增死亡数               击杀比   
Top1    lilt           120682              98441               99                  69                  1.43  
Top2    bob            57553               52738               48                  34                  1.41  
Top3    波奇             41774               43082               65                  49                  1.33  
Top4    Lucas          100942              79750               215                 164                 1.31  
Top5    Ari            45380               49067               41                  33                  1.24  
Top6    餐具大师           120470              113403              19                  16                  1.19  
Top7    法兰西多士          85757               95248               32                  30                  1.07  
Top8    小牛马            6967                8439                123                 129                 0.95  
Top9    哞哞             28784               32037               77                  85                  0.91  
Top10   这很机车           53340               54317               80                  97                  0.82  
Top11   和明天相逢          24168               25381               58                  90                  0.64  
Top12   隗遗生            72844               60419               0                   0                   0.00  
Top13   Ash            21285               21502               0                   0                   0.00  
Top14   京极真            6744                5918                0                   0                   0.00  
Top15   你这只臭猫          99350               99569               0                   0                   0.00  
Top16   彦祖没有我潇         53185               46773               0                   0                   0.00  
Top17   我没文化           3007                3054                0                   0                   0.00  
Top18   阿司匹林           54097               55493               0                   0                   0.00  
Top19   小熊饼干           88278               86834               0                   0                   0.00  
