Rank  Nickname       今日击杀数               今日死亡数               新增击杀数               新增死亡数               击杀比   
Top1    Lucas          101948              80689               129                 62                  2.08  
Top2    Lucas          101948              80689               129                 62                  2.08  
Top3    Ari            45506               49176               31                  19                  1.63  
Top4    法兰西多士          85778               95263               21                  15                  1.40  
Top5    你这只臭猫          99695               99953               36                  31                  1.16  
Top6    京极真            7304                6417                170                 158                 1.08  
Top7    大泡泡            56289               57354               56289               57354               0.98  
Top8    bob            57734               52965               77                  79                  0.97  
Top9    波奇             41913               43230               102                 110                 0.93  
Top10   哞哞             29143               32399               61                  67                  0.91  
Top11   axxibar        17046               20716               17046               20716               0.82  
Top12   这很机车           53776               54861               14                  19                  0.74  
Top13   小牛马            7289                8801                102                 141                 0.72  
Top14   lilt           120728              98463               3                   0                   0.00  
Top15   和明天相逢          24267               25565               0                   0                   0.00  
Top16   隗遗生            72844               60419               0                   0                   0.00  
Top17   餐具大师           120513              113453              0                   0                   0.00  
Top18   Ash            21285               21502               0                   0                   0.00  
Top19   彦祖没有我潇         53185               46773               0                   0                   0.00  
Top20   我没文化           3007                3054                0                   0                   0.00  
Top21   阿司匹林           54097               55493               0                   0                   0.00  
Top22   小熊饼干           88278               86834               0                   0                   0.00  
