Rank  Nickname       今日击杀数               今日死亡数               新增击杀数               新增死亡数               击杀比   
Top1    GhostFace      91487               33166               114                 42                  2.71  
Top2    大泡泡            56686               57718               21                  14                  1.50  
Top3    你这只臭猫          100578              100764              80                  55                  1.45  
Top4    Lucas          103056              81580               48                  34                  1.41  
Top5    阿司匹林           54130               55524               33                  31                  1.06  
Top6    深藏Blue         41970               37223               79                  76                  1.04  
Top7    这很机车           54555               55760               41                  42                  0.98  
Top8    哞哞             29802               33110               87                  95                  0.92  
Top9    和明天相逢          24781               26106               35                  48                  0.73  
Top10   lilt           121154              98796               0                   0                   0.00  
Top11   Ari            45819               49405               0                   0                   0.00  
Top12   法兰西多士          85778               95263               0                   0                   0.00  
Top13   隗遗生            72844               60419               0                   0                   0.00  
Top14   小牛马            7665                9251                0                   0                   0.00  
Top15   bob            57873               53064               0                   0                   0.00  
Top16   波奇             41913               43230               0                   0                   0.00  
Top17   餐具大师           120572              113534              0                   0                   0.00  
Top18   Ash            21285               21502               0                   0                   0.00  
Top19   京极真            7738                6796                0                   0                   0.00  
Top20   彦祖没有我潇         53244               46866               0                   0                   0.00  
Top21   我没文化           3007                3054                0                   0                   0.00  
Top22   小熊饼干           88278               86834               0                   0                   0.00  
Top23   axxibar        17046               20716               0                   0                   0.00  
