Rank  Nickname       今日击杀数               今日死亡数               新增击杀数               新增死亡数               击杀比   
Top1    京极真            9306                7759                434                 334                 1.30  
Top2    Ari            46187               49807               34                  28                  1.21  
Top3    Lucas          104392              82675               118                 103                 1.15  
Top4    这很机车           55795               56940               180                 156                 1.15  
Top5    lilt           121717              99224               114                 100                 1.14  
Top6    你这只臭猫          103088              102908              39                  43                  0.91  
Top7    哞哞             30942               34195               113                 128                 0.88  
Top8    深藏Blue         42350               37669               42                  51                  0.82  
Top9    彦祖没有我潇         53702               47481               32                  42                  0.76  
Top10   餐具大师           120685              113708              9                   12                  0.75  
Top11   GhostFace      92709               33906               4                   6                   0.67  
Top12   法兰西多士          85796               95280               0                   0                   0.00  
Top13   和明天相逢          25144               26503               0                   0                   0.00  
Top14   隗遗生            72844               60419               0                   0                   0.00  
Top15   小牛马            7886                9530                0                   0                   0.00  
Top16   bob            57903               53085               0                   0                   0.00  
Top17   波奇             41944               43271               0                   0                   0.00  
Top18   Ash            21285               21502               0                   0                   0.00  
Top19   我没文化           3007                3054                0                   0                   0.00  
Top20   阿司匹林           54130               55524               0                   0                   0.00  
Top21   小熊饼干           88296               86857               0                   0                   0.00  
Top22   大泡泡            56995               58015               0                   0                   0.00  
Top23   axxibar        17046               20716               0                   0                   0.00  
